time,mag,magType,nst,gap,dmin,rms,net,place,locationSource,magSource
2023-01-13T11:04:46.197Z,3.8,ml,,,,0.47,ak,"51 km WNW of Ninilchik, Alaska",ak,ak
2023-01-13T10:04:24.496Z,2.9,ml,6,343,1.855,0.84,us,"183 km S of Atka, Alaska",us,us
2023-01-13T10:02:52.520Z,3.5,ml,30,223,0.0738,0.1,nc,"14km WSW of Ferndale, CA",nc,nc
2023-01-13T09:13:06.985Z,4.9,mb,45,79,15.903,0.33,us,South Sandwich Islands region,us,us
2023-01-13T08:10:49.089Z,2.5,ml,,,,0.63,ak,"47 km W of Petersville, Alaska",ak,ak
2023-01-13T08:02:10.470Z,2.69,ml,48,83,0.1351,0.19,nc,"21km ESE of Weitchpec, CA",nc,nc
2023-01-13T07:21:54.688Z,4.5,mb,73,124,1.022,0.71,us,"13 km SW of Piedecuesta, Colombia",us,us
2023-01-13T07:01:26.343Z,2.6,ml,,,,0.48,ak,"15 km NNW of Four Mile Road, Alaska",ak,ak
2023-01-13T06:26:40.760Z,2.78,ml,54,157,,0.14,hv,"9 km E of Pāhala, Hawaii",hv,hv
2023-01-13T06:11:25.550Z,3.43,ml,57,157,,0.14,hv,"8 km E of Pāhala, Hawaii",hv,hv
2023-01-13T06:03:53.093Z,3,ml,67,208,2.287,0.67,us,Gulf of Alaska,us,us
2023-01-13T05:43:10.483Z,4.5,mb,32,104,2.788,0.61,us,Fiji region,us,us
2023-01-13T05:03:35.201Z,4.3,mb,36,90,3.176,0.66,us,Fiji region,us,us
2023-01-13T04:17:23.055Z,4.5,mb,23,72,0.443,0.81,us,"San Juan, Argentina",us,us
2023-01-13T03:47:17.505Z,4.4,mb,34,120,2.723,0.93,us,Philippine Islands region,us,us
2023-01-13T03:31:36.646Z,4.5,mb,67,78,1.772,0.74,us,"38 km SSE of Pýrgos, Greece",us,us
2023-01-13T03:06:06.232Z,4.2,mb,13,75,13.444,0.94,us,north of Severnaya Zemlya,us,us
2023-01-13T02:58:47.350Z,3.41,md,4,317,0.4299,0.2,pr,"48 km NNE of Cruz Bay, U.S. Virgin Islands",pr,pr
2023-01-13T01:19:30.759Z,4.9,mb,41,105,2.524,0.67,us,"189 km WNW of Sorong, Indonesia",us,us
2023-01-13T01:00:06.990Z,3.1,ml,,,,1.18,ak,"36 km SW of Sitka, Alaska",ak,ak
2023-01-13T00:43:14.352Z,2.5,ml,22,51,0.040433114,0.3,tx,"51 km SSE of Whites City, New Mexico",tx,tx
2023-01-13T00:42:47.045Z,5,mb,25,51,1.716,0.69,us,"128 km W of Sola, Vanuatu",us,us
2023-01-13T00:36:54.728Z,3.4,ml,,,,0.95,ak,"64 km SW of Sitka, Alaska",ak,ak
2023-01-12T21:48:17.480Z,4.7,mb,48,99,1.992,0.67,us,"Pulau-Pulau Sangihe, Indonesia",us,us
2023-01-12T21:26:09.484Z,4.3,mb,29,60,2.998,0.46,us,"205 km ENE of Levuka, Fiji",us,us
2023-01-12T20:51:16.261Z,4.6,mb,47,94,21.534,0.48,us,Mid-Indian Ridge,us,us
2023-01-12T20:43:44.481Z,4.4,mb,43,82,3.784,0.62,us,"90 km N of Isangel, Vanuatu",us,us
2023-01-12T20:40:48.851Z,4.4,mb,70,58,1.724,0.73,us,"6 km NNE of Khān Shaykhūn, Syria",us,us
2023-01-12T20:24:21.629Z,4.3,mb,30,104,4.786,0.7,us,south of the Fiji Islands,us,us
2023-01-12T20:18:25.216Z,4.9,mb,26,87,0.042,0.34,us,"7 km NW of Jayapura, Indonesia",us,us
2023-01-12T19:48:37.680Z,2.9,md,14,212,0.07243,0.14,pr,"5 km SSE of Indios, Puerto Rico",pr,pr
2023-01-12T19:14:56.707Z,4.2,mb,68,47,3.535,0.64,us,"272 km SE of Levuka, Fiji",us,us
2023-01-12T17:35:42.920Z,4.4,mb,57,110,1.682,0.38,us,"59 km NE of Tobelo, Indonesia",us,us
2023-01-12T16:28:51.469Z,5.5,mww,233,23,4.801,0.82,us,south of the Fiji Islands,us,us
2023-01-12T16:12:40.291Z,4.1,ml,20,48,0.628,0.8,us,"16 km NNE of Calama, Chile",us,guc
2023-01-12T16:11:22.270Z,4,md,22,177,0.5325,0.48,pr,"8 km ESE of La Romana, Dominican Republic",pr,pr
2023-01-12T15:05:24.160Z,2.9,ml,,,,0.56,ak,"200 km SE of Perryville, Alaska",ak,ak
2023-01-12T15:04:50.000Z,2.9,ml,0,,,0.75,us,"197 km SE of Perryville, Alaska",us,us
2023-01-12T14:27:16.560Z,2.5,ml,32,77,0.0687,0.11,ci,"19km S of Trona, CA",ci,ci
2023-01-12T14:24:09.972Z,4.8,mb,37,64,0.252,0.79,us,"14 km WSW of Ovalle, Chile",us,us
2023-01-12T14:21:29.799Z,2.6,ml,,,,0.5,ak,"92 km SW of Adak, Alaska",ak,ak
2023-01-12T14:20:27.009Z,3.1,ml,,,,0.81,ak,"100 km SSE of Sand Point, Alaska",ak,ak
2023-01-12T14:16:22.641Z,4.6,mb,20,95,2.208,0.81,us,"224 km S of ‘Ohonua, Tonga",us,us
2023-01-12T14:06:13.020Z,3.6,md,14,286,0.3467,0.38,pr,Mona Passage,pr,pr
2023-01-12T14:02:54.586Z,4.6,mb,23,96,5.448,0.84,us,south of the Fiji Islands,us,us
2023-01-12T13:52:11.977Z,4.6,mb,17,137,2.07,0.8,us,Kermadec Islands region,us,us
2023-01-12T13:14:02.076Z,4.8,mb,29,58,0.104,1.48,us,"Tarapaca, Chile",us,us
2023-01-12T12:28:33.653Z,5.3,mww,45,87,2.13,1.41,us,Tonga region,us,us
2023-01-12T11:39:54.468Z,2.5,ml,,,,0.47,ak,"95 km SSW of Adak, Alaska",ak,ak
2023-01-12T11:29:29.300Z,2.6,ml,30,56,0.044201479,0.3,tx,western Texas,tx,tx
2023-01-12T11:11:55.714Z,5.3,mww,33,120,2.102,1.18,us,"211 km S of ‘Ohonua, Tonga",us,us
2023-01-12T10:47:36.700Z,4.9,mb,39,82,3.779,0.77,us,"eastern New Guinea region, Papua New Guinea",us,us
2023-01-12T10:21:50.865Z,5.1,mb,55,107,3.745,0.89,us,"103 km NNW of Finschhafen, Papua New Guinea",us,us
2023-01-12T09:56:59.685Z,4.4,mb,36,80,3.22,1.18,us,Fiji region,us,us
2023-01-12T08:26:18.050Z,3.67,md,17,227,0.9177,0.38,pr,Virgin Islands region,pr,pr
2023-01-12T08:11:19.936Z,4.8,mb,31,111,2.229,0.49,us,"225 km S of ‘Ohonua, Tonga",us,us
2023-01-12T08:07:27.610Z,2.64,md,12,63,0.3285,0.33,se,"4 km E of Burgin, Kentucky",se,se
2023-01-12T06:20:32.835Z,2.6,ml,,,,0.54,ak,"102 km SE of Nikolski, Alaska",ak,ak
2023-01-12T06:19:11.474Z,5.5,mww,93,41,0.352,0.77,us,"4 km SW of Ovalle, Chile",us,us
2023-01-12T05:38:43.491Z,5.1,mb,51,78,37.099,0.87,us,Pacific-Antarctic Ridge,us,us
2023-01-12T05:00:32.282Z,4.1,mb,16,97,2.883,0.52,us,Fiji region,us,us
2023-01-12T04:41:49.380Z,2.5,ml,,,,0.59,ak,"65 km WNW of Anchor Point, Alaska",ak,ak
2023-01-12T04:20:21.998Z,3.3,ml,10,126.84,0.722,0.1653,nn,"47 km ENE of Tonopah, Nevada",nn,nn
2023-01-12T04:02:16.113Z,2.9,ml,26,255,1.268,0.94,us,off the coast of Northern California,us,us
2023-01-12T02:54:20.643Z,4.4,mb,65,36,0.905,0.87,us,"9 km NW of Cepitá, Colombia",us,us
2023-01-12T02:53:37.132Z,2.8,ml,,,,0.55,ak,"94 km SSE of Nikolski, Alaska",ak,ak
2023-01-12T02:53:35.521Z,2.6,ml,15,290,1.139,0.25,us,"113 km W of Ferndale, California",us,us
2023-01-12T02:53:15.330Z,4.2,mb,11,90,1.578,0.24,us,"288 km WSW of Tual, Indonesia",us,us
2023-01-12T02:43:39.560Z,2.48,md,7,175,0.06195,0.14,pr,"6 km W of Fuig, Puerto Rico",pr,pr
2023-01-12T02:32:28.840Z,2.82,md,5,193,0.08623,0.07,pr,"3 km W of Miranda, Puerto Rico",pr,pr
2023-01-12T02:02:01.922Z,4.3,mb,33,158,0.792,0.84,us,"50 km S of Lithakiá, Greece",us,us
2023-01-12T01:43:35.698Z,4.6,mb,20,155,1.032,0.53,us,Solomon Islands,us,us
2023-01-12T01:42:26.740Z,3.72,md,14,161,0.238,0.79,pr,"20 km NNE of Miches, Dominican Republic",pr,pr
2023-01-12T01:23:48.769Z,2.5,ml,,,,0.56,ak,"90 km SE of False Pass, Alaska",ak,ak
2023-01-12T01:22:45.534Z,4.2,mb,16,118,2.88,0.63,us,"37 km NW of Kīsh, Iran",us,us
2023-01-11T21:39:29.434Z,2.6,ml,,,,0.47,ak,"24 km WSW of Denali Park, Alaska",ak,ak
2023-01-11T21:21:22.090Z,4.01,md,22,160,0.5445,0.52,pr,Mona Passage,pr,pr
2023-01-11T20:58:42.710Z,3.05,md,17,278,0.4079,0.23,pr,"44 km NW of San Antonio, Puerto Rico",pr,pr
2023-01-11T20:20:13.019Z,4,ml,23,184,0.705,0.72,us,"47 km WSW of Taltal, Chile",us,guc
2023-01-11T19:59:53.349Z,4.6,mb,28,81,2.442,0.87,us,"206 km WNW of Nadi, Fiji",us,us
2023-01-11T19:56:53.495Z,2.5,ml,39,67,0.4,0.48,us,"131 km WNW of Arctic Village, Alaska",us,us
2023-01-11T19:55:04.263Z,4.5,mb,79,45,1.3,0.88,us,"74 km SE of Gorontalo, Indonesia",us,us
2023-01-11T19:18:08.104Z,2.9,ml,24,52,0.046456143,0.2,tx,"38 km NW of Toyah, Texas",tx,tx
2023-01-11T18:59:20.030Z,3.23,ml,123,14,0.04091,0.19,ci,"6km SW of Idyllwild, CA",ci,ci
2023-01-11T18:38:37.391Z,4.1,mb,23,101,2.747,0.58,us,Fiji region,us,us
2023-01-11T17:35:23.870Z,2.53,ml,22,47,0.1067,0.15,uu,"9 km WNW of Enoch, Utah",uu,uu
2023-01-11T17:21:42.950Z,4.05,mw,79,234,0.4559,0.21,nc,"57km W of Ferndale, CA",nc,nc
2023-01-11T16:19:37.848Z,4.7,mb,48,139,2.486,0.78,us,"54 km SE of Hasaki, Japan",us,us
2023-01-11T16:17:45.876Z,6,mww,66,82,26.243,0.91,us,southern East Pacific Rise,us,us
2023-01-11T16:07:40.924Z,4.6,mb,24,169,8.849,0.78,us,Kermadec Islands region,us,us
2023-01-11T15:59:16.249Z,4.9,mb,31,46,26.722,0.4,us,southern East Pacific Rise,us,us
2023-01-11T15:46:29.634Z,2.6,ml,11,277,0.786,0.42,us,"Andreanof Islands, Aleutian Islands, Alaska",us,us
2023-01-11T15:21:36.779Z,2.6,ml,,,,0.64,ak,"79 km W of Salamatof, Alaska",ak,ak
2023-01-11T15:17:25.937Z,4.2,mb,14,92,6.331,0.56,us,"49 km NNW of Port-Olry, Vanuatu",us,us
2023-01-11T15:14:33.864Z,4.6,mb,63,42,0.173,0.62,us,"17 km NNW of Villa Basilio Nievas, Argentina",us,us
2023-01-11T14:50:52.886Z,3,ml,,,,0.6,ak,"221 km SE of Chiniak, Alaska",ak,ak
2023-01-11T14:00:01.267Z,4.3,mb,24,144,0.833,0.68,us,"91 km WSW of Kokopo, Papua New Guinea",us,us
2023-01-11T13:12:17.951Z,2.6,ml,27,62,0.052726679,0.2,tx,"50 km S of Whites City, New Mexico",tx,tx
2023-01-11T13:08:01.597Z,2.5,ml,,,,0.81,ak,"24 km SSW of Glacier View, Alaska",ak,ak
2023-01-11T12:58:59.482Z,4.5,mb,33,138,7.15,0.64,us,east of the Kuril Islands,us,us
2023-01-11T12:03:30.717Z,4.2,mb,16,67,1.029,0.23,us,"112 km NNE of Calama, Chile",us,us
2023-01-11T11:53:27.273Z,5,mb,44,114,1.208,0.75,us,"194 km SW of Tual, Indonesia",us,us
2023-01-11T11:45:41.114Z,3.6,ml,21,300,3.764,0.62,us,off the coast of Oregon,us,us
2023-01-11T11:35:12.846Z,4.5,mb,16,159,2.163,0.27,us,Tonga region,us,us
2023-01-11T11:34:08.572Z,4.7,mb,21,164,2.013,0.89,us,"209 km SSW of ‘Ohonua, Tonga",us,us
2023-01-11T11:30:27.799Z,5.6,mww,116,80,2.034,0.61,us,"211 km S of ‘Ohonua, Tonga",us,us
2023-01-11T11:28:50.616Z,3.5,ml,36,285,3.36,0.97,us,off the coast of Oregon,us,us
2023-01-11T11:11:57.057Z,4.4,mb,21,134,22.666,0.76,us,Carlsberg Ridge,us,us
2023-01-11T10:56:13.852Z,2.5,ml,16,67,0.856,1.18,us,"17 km WNW of Stanley, Idaho",us,us
2023-01-11T10:25:12.115Z,4.4,mb,17,119,5.936,0.74,us,South Sandwich Islands region,us,us
2023-01-11T10:17:18.278Z,5,mww,77,187,1.989,0.88,us,off the coast of Oregon,us,us
2023-01-11T10:15:24.503Z,4.5,mb,29,166,4.077,0.97,us,Near the coast of southern Peru,us,us
2023-01-11T10:11:01.141Z,4.5,mb,71,187,2.284,0.67,us,off the coast of Oregon,us,us
2023-01-11T09:52:28.318Z,3.2,ml,13,102,1.117,0.71,us,Western Turkey,us,us
2023-01-11T09:43:19.602Z,4.5,mb,19,139,0.751,0.94,us,"37 km NNW of Port-Olry, Vanuatu",us,us
2023-01-11T09:32:30.130Z,2.5,ml,,,,0.72,ak,"67 km W of Nanwalek, Alaska",ak,ak
2023-01-11T09:25:52.767Z,4.5,mb,16,133,0.607,1.36,us,"22 km NW of Port-Olry, Vanuatu",us,us
2023-01-11T08:39:53.573Z,5.8,mww,60,26,0.734,1.11,us,Vanuatu,us,us
2023-01-11T08:23:15.439Z,4,mb,41,229,1.359,0.58,us,"Andreanof Islands, Aleutian Islands, Alaska",us,us
2023-01-11T07:59:22.456Z,4.8,mb,50,94,4.672,0.77,us,"Near the north coast of Papua, Indonesia",us,us
2023-01-11T07:00:48.085Z,4.8,mb,,,,0.86,ak,"98 km NW of Yakutat, Alaska",ak,ak
2023-01-11T06:35:28.090Z,2.51,md,16,221,0.01254,0.1,pr,"2 km SSE of La Parguera, Puerto Rico",pr,pr
2023-01-11T05:59:29.587Z,2.5,ml,,,,0.43,ak,"41 km WNW of Adak, Alaska",ak,ak
2023-01-11T05:36:16.090Z,4.6,mb,17,103,7.403,0.56,us,South Sandwich Islands region,us,us
2023-01-11T05:19:06.825Z,3,ml,38,252,2.911,0.56,us,Gulf of Alaska,us,us
2023-01-11T04:50:15.920Z,2.88,ml,30,48,0.1248,0.24,uu,"13 km SSE of Morgan, Utah",uu,uu
2023-01-11T04:42:09.359Z,4.2,mwr,46,97,0.211,0.69,us,"84 km SSW of Hualien City, Taiwan",us,us
2023-01-11T04:04:47.460Z,3.14,md,15,311,0.5259,0.52,pr,"56 km NNW of San Antonio, Puerto Rico",pr,pr
2023-01-11T03:49:31.576Z,4.5,mb,22,58,2.341,0.44,us,"59 km SW of Hihifo, Tonga",us,us
2023-01-11T03:28:43.234Z,3.6,mb,24,181,0.54,0.3,us,"60 km SE of Akutan, Alaska",us,us
2023-01-11T03:20:47.307Z,4.4,mb,22,125,0.788,0.31,us,"Halmahera, Indonesia",us,us
2023-01-11T03:19:44.637Z,4.4,mb,18,128,1.126,0.4,us,"8 km NNW of Hadano, Japan",us,us
2023-01-11T02:51:00.170Z,2.46,ml,26,69,0.1116,0.17,uu,"14 km N of Summit Park, Utah",uu,uu
2023-01-11T01:48:07.311Z,4.4,mb,25,81,1.388,0.77,us,"Kepulauan Babar, Indonesia",us,us
2023-01-11T01:22:51.058Z,2.5,ml,,,,1.17,ak,"24 km SW of Trapper Creek, Alaska",ak,ak
2023-01-11T01:15:30.162Z,4.7,mb,39,80,0.792,0.69,us,"43 km NW of Port-Olry, Vanuatu",us,us
2023-01-11T01:12:12.785Z,2.5,ml,,,,0.63,ak,"178 km SE of Perryville, Alaska",ak,ak
2023-01-11T01:07:37.711Z,3,ml,12,73,0.983,0.58,us,"5 km ENE of Ljubinje, Bosnia and Herzegovina",us,us
2023-01-11T01:06:51.388Z,3,ml,,,,0.71,ak,"130 km SW of Nikolski, Alaska",ak,ak
2023-01-11T01:04:21.423Z,4.2,mb,28,86,2.398,0.67,us,"265 km W of Haveluloto, Tonga",us,us
2023-01-11T00:41:27.280Z,2.65,md,10,136,0.01914,0.26,nc,"3km W of Cobb, CA",nc,nc
2023-01-10T23:35:02.029Z,4.3,mb,11,223,1.16,0.37,us,"172 km SSW of Pagar Alam, Indonesia",us,us
2023-01-10T23:00:07.145Z,4.1,mb,14,120,0.976,0.63,us,"107 km WSW of Bamboo Flat, India",us,us
2023-01-10T22:52:22.493Z,4.4,mb,20,140,1.16,0.37,us,"60 km ESE of Vanimo, Papua New Guinea",us,us
2023-01-10T22:33:33.440Z,2.9,ml,,,,0.66,ak,"189 km SE of Perryville, Alaska",ak,ak
2023-01-10T21:45:52.372Z,2.5,ml,34,195,2.078,0.39,us,"233 km SW of Yakutat, Alaska",us,us
2023-01-10T21:45:14.116Z,4.6,mb,54,129,4.726,0.39,us,Gabon,us,us
2023-01-10T21:44:41.504Z,2.5,ml,,,,0.81,ak,"186 km SE of Perryville, Alaska",ak,ak
2023-01-10T21:27:07.050Z,2.99,md,70,25,0.02772,0.15,nc,"3km WSW of San Juan Bautista, CA",nc,nc
2023-01-10T21:25:34.443Z,2.6,ml,,,,0.81,ak,"191 km SE of Perryville, Alaska",ak,ak
2023-01-10T21:08:39.159Z,3.1,ml,,,,0.54,ak,"209 km SE of Perryville, Alaska",ak,ak
2023-01-10T20:35:47.813Z,2.8,ml,,,,0.73,ak,"185 km SE of Perryville, Alaska",ak,ak
2023-01-10T20:21:37.722Z,3.8,ml,,,,0.97,ak,"186 km SE of Perryville, Alaska",ak,ak
2023-01-10T20:13:10.229Z,3.4,ml,,,,0.94,ak,"158 km SE of Chignik, Alaska",ak,ak
2023-01-10T20:10:14.018Z,2.8,ml,,,,0.41,ak,"186 km SE of Perryville, Alaska",ak,ak
2023-01-10T20:04:16.161Z,3.2,ml,,,,0.94,ak,"196 km SE of Perryville, Alaska",ak,ak
2023-01-10T19:47:15.088Z,5.1,mww,178,19,5.312,0.69,us,"30 km NE of Suncho Corral, Argentina",us,us
2023-01-10T19:42:02.621Z,5,mww,,,,0.91,ak,"202 km SE of Perryville, Alaska",ak,ak
2023-01-10T19:37:01.550Z,3.76,md,18,219,0.7785,0.42,pr,"72 km NE of Cruz Bay, U.S. Virgin Islands",pr,pr
2023-01-10T18:54:38.679Z,3.2,ml,,,,0.52,ak,"132 km SW of Adak, Alaska",ak,ak
2023-01-10T18:32:14.700Z,3.61,mw,45,107,0.1389,0.14,nc,"6km E of McKinleyville, CA",nc,nc
2023-01-10T18:11:09.764Z,4.4,mwr,76,56,1.928,0.58,us,"36 km NNE of Eloúnda, Greece",us,us
2023-01-10T17:11:25.969Z,4,mb,31,171,1.292,0.72,us,"104 km E of Caucete, Argentina",us,us
2023-01-10T16:56:02.099Z,2.7,ml,14,147,0.105,0.3,us,"10 km ENE of Dutch Harbor, Alaska",us,us
2023-01-10T16:27:46.884Z,4.3,mb,40,78,3.11,0.65,us,"54 km WNW of Finschhafen, Papua New Guinea",us,us
2023-01-10T16:17:05.364Z,4.3,mb,67,63,2.713,0.69,us,"54 km N of Bandar Abbas, Iran",us,us
2023-01-10T16:02:02.089Z,2.6,ml,11,143,0.04,0.51,us,"Rat Islands, Aleutian Islands, Alaska",us,us
2023-01-10T16:01:46.672Z,2.5,ml,18,68,0.065549534,0.2,tx,western Texas,tx,tx
2023-01-10T15:34:50.590Z,3.15,ml,26,49,0.08311,0.25,ci,"10km ENE of Porterville, CA",ci,ci
2023-01-10T15:17:04.627Z,4.6,mb,62,51,1.304,0.69,us,"145 km NNW of Neiafu, Tonga",us,us
2023-01-10T14:43:42.886Z,4.2,mb,26,93,2.437,0.38,us,Fiji region,us,us
2023-01-10T14:08:42.300Z,4.9,mb,56,55,2.501,0.87,us,"237 km SW of Merizo Village, Guam",us,us
2023-01-10T14:05:23.658Z,2.5,ml,,,,0.45,ak,"237 km W of Adak, Alaska",ak,ak
2023-01-10T13:23:21.665Z,2.9,ml,,,,0.63,ak,"188 km E of Atka, Alaska",ak,ak
2023-01-10T13:09:45.932Z,2.6,ml,26,47,0.14798169,0.2,tx,"28 km SSW of Los Ybanez, Texas",tx,tx
2023-01-10T12:19:51.260Z,4.08,md,19,217,0.2598,0.22,pr,"30 km NNE of Miches, Dominican Republic",pr,pr
2023-01-10T10:54:48.397Z,2.5,ml,,,,0.32,ak,"Fox Islands, Aleutian Islands, Alaska",ak,ak
2023-01-10T09:44:19.767Z,4.3,mb,49,48,1.108,1.42,us,"81 km NNE of Calama, Chile",us,us
2023-01-10T09:05:46.001Z,4,ml,32,220,3.058,0.95,us,Gulf of Alaska,us,us
2023-01-10T08:27:45.701Z,4.7,mb,66,157,1.294,1.09,us,"106 km SW of Jiquilillo, Nicaragua",us,us
2023-01-10T08:21:24.225Z,5,mb,62,56,4.855,0.74,us,"28 km E of Lata, Solomon Islands",us,us
2023-01-10T07:42:58.395Z,4.4,mb,34,87,2.258,0.54,us,"15 km E of Murghob, Tajikistan",us,us
2023-01-10T07:41:31.435Z,2.7,ml,,,,0.68,ak,"221 km S of Atka, Alaska",ak,ak
2023-01-10T07:38:31.473Z,4.9,mb,68,37,1.439,0.95,us,"6 km SW of Behram, Turkey",us,us
2023-01-10T06:59:49.720Z,2.72,md,125,29,,0.13,nc,"3km NE of San Leandro, CA",nc,nc
2023-01-10T06:35:34.006Z,4.2,mb,22,136,8.459,0.56,us,"10 km N of Jayapura, Indonesia",us,us
2023-01-10T06:19:01.530Z,2.62,md,11,245,0.1529,0.26,pr,"8 km NW of Puerto Real, Puerto Rico",pr,pr
2023-01-10T06:13:47.520Z,2.67,ml,49,235,,0.12,hv,"4 km WSW of Kahaluu-Keauhou, Hawaii",hv,hv
2023-01-10T06:01:52.710Z,3.83,md,23,218,0.7407,0.21,pr,"70 km NE of Cruz Bay, U.S. Virgin Islands",pr,pr
2023-01-10T05:48:35.002Z,3.2,ml,18,211,0.653,0.47,us,"84 km SSW of Unalaska, Alaska",us,us
2023-01-10T05:24:48.618Z,5.7,mww,92,27,0.442,0.66,us,"18 km ENE of Port-Olry, Vanuatu",us,us
2023-01-10T04:45:04.240Z,3.52,md,25,115,0.0134,0.14,pr,"0 km NNE of Maria Antonia, Puerto Rico",pr,pr
2023-01-10T04:29:14.153Z,4.4,mb,18,152,0.461,0.51,us,"56 km NNE of Yigo Village, Guam",us,us
2023-01-10T04:05:45.371Z,4.1,mb,33,57,3.725,0.42,us,Fiji region,us,us
2023-01-10T03:54:42.166Z,4,mb,34,133,6.421,0.49,us,"192 km NE of Kuril’sk, Russia",us,us
2023-01-10T02:54:40.876Z,4.4,mb,23,123,1.074,0.65,us,"off the east coast of the Kamchatka Peninsula, Russia",us,us
2023-01-10T02:49:33.074Z,4.5,mb,40,97,1.608,0.46,us,"Kepulauan Babar, Indonesia",us,us
2023-01-10T02:39:01.334Z,4.4,mb,30,151,14.73,0.72,us,West Chile Rise,us,us
2023-01-10T01:43:03.620Z,4.6,mb,72,114,7.379,0.68,us,Myanmar,us,us
2023-01-10T01:22:01.836Z,3.2,ml,,,,0.64,ak,"38 km SSE of Nikolski, Alaska",ak,ak
2023-01-10T00:16:14.530Z,2.8,ml,,,,0.85,ak,"94 km SSE of Nikolski, Alaska",ak,ak
2023-01-10T00:12:13.230Z,3.43,md,11,297,0.9751,0.33,pr,"109 km N of Charlotte Amalie, U.S. Virgin Islands",pr,pr
2023-01-09T23:57:54.409Z,2.6,ml,,,,0.48,ak,"292 km ESE of Attu Station, Alaska",ak,ak
2023-01-09T23:56:11.060Z,3.26,md,12,289,0.9017,0.18,pr,"101 km N of Charlotte Amalie, U.S. Virgin Islands",pr,pr
2023-01-09T23:51:03.447Z,4.8,mb,54,90,7.485,0.46,us,South Sandwich Islands region,us,us
2023-01-09T23:33:37.734Z,3.8,mb,10,189,0.46,0.3,us,"51 km ESE of Akutan, Alaska",us,us
2023-01-09T23:23:53.094Z,3.1,ml,30,45,0.025813041,0.2,tx,"55 km S of Whites City, New Mexico",tx,tx
2023-01-09T22:59:58.151Z,4.3,mb,61,60,1.97,0.73,us,"31 km NNE of Eloúnda, Greece",us,us
2023-01-09T22:41:28.087Z,4.8,mb,95,130,2.678,0.62,us,"106 km SSW of Bandar Lampung, Indonesia",us,us
2023-01-09T22:40:40.127Z,3,ml,21,212,0.701,0.6,us,"89 km SSW of Unalaska, Alaska",us,us
2023-01-09T22:28:44.891Z,4.8,mb,24,90,29.401,0.49,us,southern Mid-Atlantic Ridge,us,us
2023-01-09T22:20:28.555Z,4.2,mb,30,94,1.604,0.43,us,"Kepulauan Babar, Indonesia",us,us
2023-01-09T21:49:02.500Z,2.84,md,68,27,0.04137,0.16,nc,"3km SSW of San Juan Bautista, CA",nc,nc
2023-01-09T21:40:34.417Z,4.5,mb,82,39,3.515,0.45,us,"278 km E of Levuka, Fiji",us,us
2023-01-09T21:28:09.512Z,4.9,mb,125,43,4.496,0.64,us,"93 km SSW of Farasān, Saudi Arabia",us,us
2023-01-09T21:25:22.106Z,4.5,mb,21,69,1.775,1.14,us,"Kepulauan Babar, Indonesia",us,us
2023-01-09T21:23:19.200Z,3.11,ml,49,105,,0.11,hv,"4 km SW of Pāhala, Hawaii",hv,hv
2023-01-09T21:21:54.599Z,5,mb,44,82,5.463,0.77,us,Vanuatu,us,us
2023-01-09T19:58:32.484Z,2.5,ml,,,,0.41,ak,"202 km S of Unalaska, Alaska",ak,ak
2023-01-09T19:42:56.460Z,3.18,ml,118,16,0.07337,0.21,ci,"16km N of Borrego Springs, CA",ci,ci
2023-01-09T19:36:18.786Z,4.7,mb,44,114,5.825,1.09,us,Vanuatu,us,us
2023-01-09T18:43:55.583Z,4.1,mb,22,72,4.714,0.37,us,"Kepulauan Tanimbar, Indonesia",us,us
2023-01-09T18:40:00.986Z,4.4,mb,31,84,5.959,0.82,us,Vanuatu,us,us
2023-01-09T18:09:53.934Z,5.4,mb,51,78,1.504,0.83,us,"Kepulauan Tanimbar, Indonesia",us,us
2023-01-09T17:49:05.960Z,2.7,md,82,34,0.01253,0.05,nc,"1km NNW of The Geysers, CA",nc,nc
2023-01-09T17:47:35.057Z,7.6,mww,114,21,1.575,0.79,us,"Pulau Pulau Tanimbar, Indonesia",us,us
2023-01-09T17:31:12.500Z,4.7,mb,50,66,4.575,0.77,us,"90 km SSW of Farasān, Saudi Arabia",us,us
2023-01-09T17:22:52.045Z,4.4,mb,58,48,0.868,0.87,us,"95 km SE of Alo, Wallis and Futuna",us,us
2023-01-09T17:17:15.247Z,4.4,mb,17,75,1.009,1.14,us,"49 km NNE of Pante Makasar, Timor Leste",us,us
2023-01-09T17:08:51.010Z,4.3,mb,20,161,1.917,0.65,us,"250 km SE of Katsuura, Japan",us,us
2023-01-09T16:48:10.190Z,2.71,ml,50,271,,0.16,hv,"26 km WSW of Kailua-Kona, Hawaii",hv,hv
2023-01-09T16:03:08.968Z,2.9,ml,,,,0.59,ak,"243 km SSE of False Pass, Alaska",ak,ak
2023-01-09T14:45:26.458Z,3.1,ml,,,,0.92,ak,"128 km WSW of Adak, Alaska",ak,ak
2023-01-09T14:40:04.330Z,2.75,md,28,66,0.2876,0.09,nc,"3km N of Greenhorn, CA",nc,nc
2023-01-09T14:26:51.770Z,2.5,md,43,50,0.09113,0.08,nc,"9km NW of Pinnacles, CA",nc,nc
2023-01-09T13:57:57.045Z,4.8,mb,48,94,7.775,0.62,us,South Sandwich Islands region,us,us
2023-01-09T12:51:34.613Z,4.2,mb,29,87,4.32,0.68,us,Myanmar-China border region,us,us
