time,mag,magType,nst,gap,dmin,rms,net,place,locationSource,magSource
2023-01-22T16:56:54.160Z,2.65,md,55,236,0.4027,0.19,nc,"49km W of Petrolia, CA",nc,nc
2023-01-22T16:43:29.810Z,3.39,md,7,265,0.6076,0.22,pr,"69 km NNW of Charlotte Amalie, U.S. Virgin Islands",pr,pr
2023-01-22T16:19:10.306Z,3,ml,41,46,0.010007826,0.1,tx,western Texas,tx,tx
2023-01-22T15:13:24.510Z,3.93,md,21,85,0.1301,0.07,pr,"3 km NE of San Germán, Puerto Rico",pr,pr
2023-01-22T14:35:13.490Z,3.43,md,9,234,0.5699,0.17,pr,"53 km NNE of Luquillo, Puerto Rico",pr,pr
2023-01-22T14:34:19.620Z,2.8,ml,12,291,1.387,0.63,us,"137 km N of Suárez, Puerto Rico",us,us
2023-01-22T10:22:17.702Z,2.7,ml,31,90,0.290274535,0.2,tx,New Mexico,tx,tx
2023-01-22T10:01:18.185Z,2.6,ml,,,,0.42,ak,"49 km WNW of Cantwell, Alaska",ak,ak
2023-01-22T09:44:47.287Z,4.7,mb,47,110,8.402,0.45,us,"3 km ESE of Abepura, Indonesia",us,us
2023-01-22T08:53:29.160Z,2.66,md,57,40,0.05671,0.1,nm,Tennessee,nm,nm
2023-01-22T08:52:10.530Z,2.59,md,12,206,0.05228,0.11,pr,"5 km WSW of Guánica, Puerto Rico",pr,pr
2023-01-22T08:35:17.993Z,4.5,mb,21,70,6.431,0.46,us,"near the north coast of New Guinea, Papua New Guinea",us,us
2023-01-22T08:27:30.600Z,3.12,ml,47,199,,0.150000006,hv,"16 km E of Naalehu, Hawaii",hv,hv
2023-01-22T08:06:29.990Z,2.53,md,7,113,0.04154,0.12,pr,"1 km W of Palomas, Puerto Rico",pr,pr
2023-01-22T06:42:07.533Z,4.6,mb,69,108,1.977,0.57,us,"157 km NW of Tobelo, Indonesia",us,us
2023-01-22T06:16:02.773Z,4.9,mb,75,57,2.34,0.86,us,Banda Sea,us,us
2023-01-22T06:07:27.622Z,4.5,mb,42,155,3.436,0.79,us,"58 km WNW of San Juan, Peru",us,us
2023-01-22T05:39:52.046Z,4.6,mb,32,77,3.654,0.76,us,"100 km NNW of Ambon, Indonesia",us,us
2023-01-22T04:52:33.076Z,2.8,ml,26,55,0.018137607,0.1,tx,western Texas,tx,tx
2023-01-22T04:49:42.600Z,2.61,md,13,180,0.03919,0.18,pr,"2 km SW of Indios, Puerto Rico",pr,pr
2023-01-22T04:46:47.035Z,4.6,mb,51,55,0.484,0.89,us,"10 km W of Loutrá Aidhipsoú, Greece",us,us
2023-01-22T03:27:42.289Z,4.8,mb,79,129,0.842,0.93,us,"53 km NW of Nikolski, Alaska",us,us
2023-01-22T02:48:37.071Z,5,mb,22,150,1.304,0.84,us,"129 km ENE of ‘Ohonua, Tonga",us,us
2023-01-22T02:29:04.418Z,4.4,mb,22,114,2.057,0.7,us,"162 km NW of Tobelo, Indonesia",us,us
2023-01-22T01:30:06.850Z,4.09,md,20,286,0.7491,0.46,pr,"81 km N of Cruz Bay, U.S. Virgin Islands",pr,pr
2023-01-22T01:04:49.350Z,2.5,ml,101,36,0,0.15,ok,"5 km E of Hennessey, Oklahoma",ok,ok
2023-01-22T01:03:02.032Z,2.9,ml,18,319,2.737,0.89,us,"292 km W of Ferndale, California",us,us
2023-01-22T00:35:18.290Z,3,ml,36,151,1.025,0.71,us,"90 km NW of Elfin Cove, Alaska",us,us
2023-01-22T00:28:00.463Z,4.2,mb,26,97,1.558,0.73,us,"northern Sumatra, Indonesia",us,us
2023-01-21T23:58:55.220Z,2.52,md,35,180,0.1745,0.14,nc,"18km W of Cape Vizcaino, CA",nc,nc
2023-01-21T23:52:23.980Z,2.55,md,13,263,0.1064,0.15,pr,"12 km SSE of La Parguera, Puerto Rico",pr,pr
2023-01-21T23:21:45.069Z,4.5,mb,41,116,1.117,0.65,us,"Mindanao, Philippines",us,us
2023-01-21T22:35:30.944Z,5.3,mww,145,44,8.516,0.59,us,Reykjanes Ridge,us,us
2023-01-21T21:56:59.449Z,4.9,mb,23,113,27.399,0.28,us,southern Mid-Atlantic Ridge,us,us
2023-01-21T21:50:17.099Z,4.3,mb,15,123,3.441,1.9,us,"38 km ENE of Orcopampa, Peru",us,us
2023-01-21T21:36:26.305Z,2.5,ml,,,,0.34,ak,"Kenai Peninsula, Alaska",ak,ak
2023-01-21T20:16:53.128Z,3.1,ml,46,47,0.004615097,0.1,tx,"36 km WSW of Mentone, Texas",tx,tx
2023-01-21T20:06:52.313Z,5.1,mww,142,56,2.032,0.67,us,"160 km NW of Tobelo, Indonesia",us,us
2023-01-21T19:49:28.652Z,5.7,mww,185,33,7.225,0.79,us,Reykjanes Ridge,us,us
2023-01-21T19:25:19.793Z,4.5,mb,41,169,2.014,0.78,us,"112 km SSW of Banda Aceh, Indonesia",us,us
2023-01-21T19:22:20.669Z,4.8,mb,85,118,7.177,0.52,us,Reykjanes Ridge,us,us
2023-01-21T19:20:27.360Z,5.2,mww,118,58,7.184,0.82,us,Reykjanes Ridge,us,us
2023-01-21T19:00:03.269Z,4.3,mb,24,225,3.003,1.04,us,"offshore Oaxaca, Mexico",us,us
2023-01-21T18:45:18.652Z,2.5,ml,,,,0.7,ak,"45 km NNW of Petersville, Alaska",ak,ak
2023-01-21T18:29:39.197Z,4,mb,13,179,4.469,1.02,us,northwest of Australia,us,us
2023-01-21T17:59:48.536Z,4.5,mb,89,129,3.729,0.74,us,south of Panama,us,us
2023-01-21T17:18:45.120Z,3.74,md,14,266,1.277,0.37,pr,"123 km N of Suárez, Puerto Rico",pr,pr
2023-01-21T16:37:52.920Z,3.21,md,19,252,0.5544,0.33,pr,"73 km SW of Pole Ojea, Puerto Rico",pr,pr
2023-01-21T16:06:01.272Z,4.8,mb,18,123,6.293,1.04,us,Kermadec Islands region,us,us
2023-01-21T15:55:53.895Z,4.4,mb,41,146,2.334,0.68,us,"85 km E of Sungai Penuh, Indonesia",us,us
2023-01-21T15:37:42.478Z,4,mb,29,214,0.503,0.93,us,"Andreanof Islands, Aleutian Islands, Alaska",us,us
2023-01-21T15:18:38.657Z,3.8,ml,18,220,1.243,0.66,us,"159 km ESE of Akutan, Alaska",us,us
2023-01-21T15:02:27.237Z,4.4,mb,25,113,2.356,0.61,us,"199 km NW of Tobelo, Indonesia",us,us
2023-01-21T15:02:15.840Z,2.58,ml,50,223,,0.119999997,hv,"20 km ESE of Naalehu, Hawaii",hv,hv
2023-01-21T14:59:14.245Z,4.5,mb,30,128,1.098,0.62,us,"11 km E of Mangili, Philippines",us,us
2023-01-21T14:40:43.775Z,2.5,ml,,,,0.53,ak,"87 km NNW of Karluk, Alaska",ak,ak
2023-01-21T14:37:52.364Z,4.1,ml,23,76,0.75,0.78,us,Chile-Bolivia border region,us,guc
2023-01-21T14:33:44.740Z,2.5,ml,30,93,0.049009625,0.1,tx,western Texas,tx,tx
2023-01-21T13:50:48.821Z,4.4,mb,17,138,4.238,0.4,us,"251 km E of Levuka, Fiji",us,us
2023-01-21T13:41:28.464Z,3.2,ml,,,,0.38,ak,"33 km NW of Ninilchik, Alaska",ak,ak
2023-01-21T13:31:58.104Z,4.3,mb,21,222,2.556,1.02,us,"14 km E of Tallkalakh, Syria",us,us
2023-01-21T13:29:08.389Z,4.6,mb,18,155,1.635,0.89,us,"129 km N of Tual, Indonesia",us,us
2023-01-21T13:26:03.339Z,4.8,mb,68,53,4.79,1.05,us,"Pagan region, Northern Mariana Islands",us,us
2023-01-21T12:47:19.789Z,2.6,ml,,,,0.43,ak,"60 km WNW of Nikiski, Alaska",ak,ak
2023-01-21T12:47:14.954Z,2.8,ml,,,,0.8,ak,"134 km SE of McCarthy, Alaska",ak,ak
2023-01-21T12:27:36.555Z,2.5,ml,18,83,0.005554839,0.2,tx,"52 km SSW of Whites City, New Mexico",tx,tx
2023-01-21T11:57:20.660Z,4.4,mb,46,120,14.756,0.44,us,"19 km N of Cortes, Philippines",us,us
2023-01-21T11:39:38.176Z,2.6,ml,,,,0.81,ak,"72 km W of Petersville, Alaska",ak,ak
2023-01-21T11:14:30.644Z,4.3,mb,38,162,2.754,0.55,us,"56 km ESE of Namie, Japan",us,us
2023-01-21T11:01:26.952Z,3,ml,,,,0.47,ak,Southern Alaska,ak,ak
2023-01-21T10:48:57.900Z,2.63,md,7,228,0.0338,0.05,pr,"4 km SE of La Parguera, Puerto Rico",pr,pr
2023-01-21T10:21:56.530Z,3.31,md,14,292,0.9224,0.2,pr,"103 km N of Charlotte Amalie, U.S. Virgin Islands",pr,pr
2023-01-21T10:00:08.270Z,2.7,ml,,,,0.08,ak,"41 km WSW of Cantwell, Alaska",ak,ak
2023-01-21T09:24:41.305Z,4.5,mb,35,121,2.032,0.68,us,Molucca Sea,us,us
2023-01-21T08:32:23.457Z,2.5,ml,,,,0.46,ak,Southern Alaska,ak,ak
2023-01-21T08:19:14.230Z,2.59,md,3,219,0.2863,0.04,pr,"1 km ENE of Indios, Puerto Rico",pr,pr
2023-01-21T08:10:11.520Z,3.35,md,6,304,0.9706,0.32,pr,"108 km N of Cruz Bay, U.S. Virgin Islands",pr,pr
2023-01-21T07:57:06.745Z,4.9,mb,40,76,18.742,0.73,us,central Mid-Atlantic Ridge,us,us
2023-01-21T07:47:55.480Z,2.5,ml,,,,0.18,ak,"54 km E of Pedro Bay, Alaska",ak,ak
2023-01-21T07:39:14.275Z,2.7,ml,,,,0.62,ak,"13 km NE of Aleneva, Alaska",ak,ak
2023-01-21T07:23:17.650Z,3.17,md,6,277,0.6752,0.27,pr,"76 km N of Charlotte Amalie, U.S. Virgin Islands",pr,pr
2023-01-21T07:09:59.430Z,3.18,md,4,318,0.7124,0.15,pr,Virgin Islands,pr,pr
2023-01-21T06:51:31.105Z,4.1,mb,22,107,0.872,0.62,us,"154 km NNE of Calama, Chile",us,us
2023-01-21T06:17:06.468Z,4.7,mb,40,131,2.092,0.79,us,"162 km NW of Tobelo, Indonesia",us,us
2023-01-21T06:08:49.151Z,2.5,ml,15,57,0.039943585,0.2,tx,"56 km S of Whites City, New Mexico",tx,tx
2023-01-21T05:53:32.940Z,3.19,md,8,297,0.9018,0.22,pr,"101 km N of Charlotte Amalie, U.S. Virgin Islands",pr,pr
2023-01-21T05:47:21.244Z,5,mb,39,69,6.831,0.69,us,South Sandwich Islands region,us,us
2023-01-21T05:35:27.460Z,3.77,md,15,292,0.9353,0.41,pr,Virgin Islands,pr,pr
2023-01-21T05:28:14.710Z,3.79,md,17,288,0.9795,0.34,pr,"109 km N of Charlotte Amalie, U.S. Virgin Islands",pr,pr
2023-01-21T05:19:47.730Z,3.39,md,12,291,0.9341,0.16,pr,"104 km N of Charlotte Amalie, U.S. Virgin Islands",pr,pr
2023-01-21T05:16:00.285Z,3.5,ml,,,,0.95,ak,"Unimak Island region, Alaska",ak,ak
2023-01-21T05:13:16.530Z,3.87,md,18,287,0.9543,0.38,pr,"106 km N of Charlotte Amalie, U.S. Virgin Islands",pr,pr
2023-01-21T05:10:08.630Z,3.24,md,9,298,0.9204,0.27,pr,"103 km N of Charlotte Amalie, U.S. Virgin Islands",pr,pr
2023-01-21T05:01:35.880Z,3.88,md,21,277,0.9791,0.38,pr,"109 km N of Charlotte Amalie, U.S. Virgin Islands",pr,pr
2023-01-21T04:51:03.300Z,3.42,md,10,300,1.009,0.2,pr,"113 km N of Charlotte Amalie, U.S. Virgin Islands",pr,pr
2023-01-21T04:32:50.070Z,2.55,ml,44,174,,0.109999999,hv,"Island of Hawaii, Hawaii",hv,hv
2023-01-21T04:28:46.530Z,3.37,md,7,299,0.9479,0.13,pr,"106 km N of Charlotte Amalie, U.S. Virgin Islands",pr,pr
2023-01-21T04:07:07.830Z,4.6,mb,58,211,1.387,0.75,us,"173 km S of False Pass, Alaska",us,us
2023-01-21T04:05:37.070Z,3.69,md,11,294,0.996,0.38,pr,"111 km N of Charlotte Amalie, U.S. Virgin Islands",pr,pr
2023-01-21T04:05:28.745Z,4.3,mwr,24,148,0.469,0.52,us,"51 km SSW of Las Yaras, Peru",us,guc
2023-01-21T03:58:09.663Z,5.1,mb,66,111,2.014,1.06,us,"155 km NW of Tobelo, Indonesia",us,us
2023-01-21T03:55:15.690Z,3.19,md,9,281,1.37,0.26,pr,"124 km N of Suárez, Puerto Rico",pr,pr
2023-01-21T03:50:45.050Z,3.2,md,9,300,0.9934,0.38,pr,"109 km N of Charlotte Amalie, U.S. Virgin Islands",pr,pr
2023-01-21T03:49:20.290Z,3.32,md,6,304,0.9577,0.16,pr,"107 km N of Charlotte Amalie, U.S. Virgin Islands",pr,pr
2023-01-21T03:28:11.510Z,2.55,md,28,49,0.007093,0.08,nc,"4km NW of The Geysers, CA",nc,nc
2023-01-21T03:27:50.440Z,3.06,ml,94,21,0.009479,0.07,nc,"6km NNW of The Geysers, CA",nc,nc
2023-01-21T02:50:36.279Z,4.5,mb,30,167,2.123,0.77,us,"85 km NNW of Sinabang, Indonesia",us,us
2023-01-21T01:50:46.456Z,4,mb,18,139,2.033,0.91,us,"75 km SW of Atocha, Bolivia",us,us
2023-01-21T01:14:37.030Z,4.6,mb,42,106,1.791,0.51,us,"159 km WNW of Tobelo, Indonesia",us,us
2023-01-21T00:55:54.420Z,2.66,md,17,101,0.02546,0.08,nc,"1km SE of Portola Valley, CA",nc,nc
2023-01-21T00:55:49.680Z,2.53,md,100,45,0.02764,0.08,nc,"1km SE of Portola Valley, CA",nc,nc
2023-01-20T23:40:45.770Z,4.01,md,14,279,1.2385,0.51,pr,"118 km N of Suárez, Puerto Rico",pr,pr
2023-01-20T22:47:25.714Z,4.5,mb,25,70,0.364,0.81,us,"130 km ENE of Iquique, Chile",us,us
2023-01-20T22:09:39.774Z,6.8,mww,60,61,5.129,1.45,us,"24 km SW of Campo Gallo, Argentina",us,us
2023-01-20T21:48:09.250Z,2.47,md,12,75,0.1141,0.19,pr,"5 km N of Lluveras, Puerto Rico",pr,pr
2023-01-20T21:30:51.287Z,4.6,mb,51,70,4.008,0.54,us,"33 km N of Kiomboi, Tanzania",us,us
2023-01-20T20:01:21.660Z,2.88,md,6,325,0.3954,0.07,pr,"42 km NNW of San Antonio, Puerto Rico",pr,pr
2023-01-20T18:05:42.096Z,4.5,mb,139,98,2.923,0.54,us,"56 km NE of Namie, Japan",us,us
2023-01-20T18:05:07.253Z,4.5,mb,44,87,1.449,0.69,us,"170 km SSW of Bengkulu, Indonesia",us,us
2023-01-20T17:49:34.446Z,5,mb,126,55,2.048,1.13,us,Molucca Sea,us,us
2023-01-20T16:41:12.155Z,4.1,mb,14,175,4.006,0.38,us,"35 km SSE of Kuril’sk, Russia",us,us
2023-01-20T13:54:39.752Z,3.6,ml,,,,0.95,ak,"131 km SW of Nikolski, Alaska",ak,ak
2023-01-20T12:41:15.404Z,5.4,mww,78,57,7.012,1.24,us,Kermadec Islands region,us,us
2023-01-20T11:46:23.720Z,3.24,md,14,259,0.4235,0.26,pr,"35 km N of Hatillo, Puerto Rico",pr,pr
2023-01-20T11:23:41.042Z,6.2,mww,151,18,0.528,0.52,us,"40 km WSW of Pointe-Noire, Guadeloupe",us,us
2023-01-20T10:42:55.390Z,3.11,md,10,161,0.07485,0.14,pr,"16 km WNW of Rincón, Puerto Rico",pr,pr
2023-01-20T10:40:12.947Z,4.7,mb,46,134,2.227,0.36,us,"168 km NNW of Tobelo, Indonesia",us,us
2023-01-20T10:32:16.720Z,3.03,ml,55,154,,0.15,hv,"8 km E of Pāhala, Hawaii",hv,hv
2023-01-20T08:58:08.696Z,4.9,mb,47,110,3.036,0.82,us,"213 km NNE of Tobelo, Indonesia",us,us
2023-01-20T08:01:14.570Z,4.26,mw,80,89,0.2208,0.17,nc,"16km WSW of Weitchpec, CA",nc,nc
2023-01-20T07:15:39.920Z,3.02,ml,67,131,0.1333,0.13,nc,"8km NNW of New Idria, CA",nc,nc
2023-01-20T07:09:07.840Z,2.88,md,96,56,0.03115,0.08,nc,"1km SE of Portola Valley, CA",nc,nc
2023-01-20T06:22:30.630Z,2.46,md,11,163,0.1161,0.1,pr,Puerto Rico region,pr,pr
2023-01-20T05:54:41.510Z,2.92,md,8,274,0.1473,0.07,pr,"9 km WNW of Pole Ojea, Puerto Rico",pr,pr
2023-01-20T05:48:28.629Z,5,mb,151,128,2.022,0.8,us,"near the east coast of Honshu, Japan",us,us
2023-01-20T05:37:23.842Z,4.2,mb,43,144,1.553,0.43,us,"59 km SSW of Türkler, Turkey",us,us
2023-01-20T04:51:55.238Z,4.7,mb,17,102,1.941,0.83,us,Macquarie Island region,us,us
2023-01-20T03:46:06.105Z,4.7,mb,35,158,0.943,0.65,us,"29 km E of Rasht, Tajikistan",us,us
2023-01-20T03:40:32.671Z,4.4,mb,31,47,1.367,0.51,us,"152 km NNE of Maumere, Indonesia",us,us
2023-01-20T03:39:08.795Z,2.7,ml,,,,0.41,ak,"19 km SW of Anchor Point, Alaska",ak,ak
2023-01-20T03:24:01.770Z,3.4,md,10,287,1.39,0.42,pr,"131 km N of San Juan, Puerto Rico",pr,pr
2023-01-20T03:11:31.544Z,4.9,mb,22,166,2.494,0.45,us,Samoa Islands region,us,us
2023-01-20T02:45:32.624Z,2.5,ml,,,,0.53,ak,"39 km ESE of Fox River, Alaska",ak,ak
2023-01-20T02:13:06.023Z,2.6,ml,,,,0.6,ak,Central Alaska,ak,ak
2023-01-20T01:20:11.791Z,4.2,mb,20,246,6.123,1.12,us,"183 km SSE of Hotan, China",us,us
2023-01-20T01:18:07.660Z,3.59,mw,76,85,0.06508,0.09,nc,"9km SW of Cloverdale, CA",nc,nc
2023-01-20T00:57:15.739Z,4.2,mb,27,171,1.057,0.54,us,"89 km SW of Corinto, Nicaragua",us,us
2023-01-20T00:47:51.600Z,2.9,md,13,265,0.4751,0.12,pr,Puerto Rico region,pr,pr
2023-01-20T00:29:25.090Z,4,mb,30,206,4.639,0.78,us,"74 km E of Darnah, Libya",us,us
2023-01-19T21:49:06.935Z,4.3,mb,41,136,1.976,0.43,us,"154 km NW of Tobelo, Indonesia",us,us
2023-01-19T21:45:09.797Z,4.2,mb,74,110,7.071,0.55,us,"42 km W of Gadung, Philippines",us,us
2023-01-19T21:21:17.236Z,3.4,ml,46,194,2.397,0.67,us,"240 km SE of Chiniak, Alaska",us,us
2023-01-19T20:54:06.447Z,3.9,ml,61,175,2.161,0.64,us,Gulf of Alaska,us,us
2023-01-19T20:35:20.484Z,4.7,mb,64,125,1.981,0.72,us,"152 km NW of Tobelo, Indonesia",us,us
2023-01-19T20:30:07.050Z,3.66,mw,73,89,0.2202,0.12,nc,"16km WSW of Weitchpec, CA",nc,nc
2023-01-19T20:09:34.550Z,2.47,md,57,42,0.02079,0.18,nc,"5km SSE of San Juan Bautista, CA",nc,nc
2023-01-19T19:21:41.850Z,3.16,ml,80,37,0.02547,0.17,nc,"4km S of San Juan Bautista, CA",nc,nc
2023-01-19T18:51:38.143Z,4.5,mb,44,112,1.924,0.63,us,"164 km NW of Tobelo, Indonesia",us,us
2023-01-19T18:26:16.494Z,4.1,mb,22,204,0.178,1.21,us,El Salvador,us,us
2023-01-19T17:52:45.046Z,5,mb,32,76,0.969,0.94,us,"78 km E of ‘Ohonua, Tonga",us,us
2023-01-19T17:51:33.296Z,4.8,mb,46,102,1.92,0.7,us,"154 km NW of Tobelo, Indonesia",us,us
2023-01-19T17:43:45.011Z,4.8,mb,74,140,5.617,0.95,us,off the coast of Ecuador,us,us
2023-01-19T17:15:55.930Z,3.56,mw,90,32,0.02379,0.17,nc,"4km S of San Juan Bautista, CA",nc,nc
2023-01-19T16:57:33.189Z,4.8,mb,53,127,25.217,0.52,us,southeast of Easter Island,us,us
2023-01-19T16:55:04.427Z,4.5,mb,30,44,2.851,0.93,us,"196 km ENE of Levuka, Fiji",us,us
2023-01-19T15:20:18.397Z,4.4,mb,68,113,2.901,0.65,us,"284 km WNW of Ozernovskiy, Russia",us,us
2023-01-19T15:09:00.910Z,2.46,md,9,209,0.1644,0.34,pr,"23 km SW of Esperanza, Puerto Rico",pr,pr
2023-01-19T15:01:24.830Z,3.71,md,10,285,1.4288,0.51,pr,"135 km N of Suárez, Puerto Rico",pr,pr
2023-01-19T14:28:52.482Z,4.4,mb,27,135,2.95,0.44,us,"191 km SE of Sarangani, Philippines",us,us
2023-01-19T14:20:55.130Z,3.03,ml,99,31,0,0.19,ok,Oklahoma,ok,ok
2023-01-19T13:58:40.370Z,3.35,ml,35,36,0.07239,0.15,ci,"21km ESE of Little Lake, CA",ci,ci
2023-01-19T13:01:08.147Z,5,mb,56,68,0.27,0.62,us,"32 km NE of Yigo Village, Guam",us,us
2023-01-19T13:00:21.470Z,4.8,mb,41,132,2.165,0.89,us,"170 km NW of Tobelo, Indonesia",us,us
2023-01-19T12:29:50.043Z,4.7,mb,44,119,2.008,1.01,us,"159 km NW of Tobelo, Indonesia",us,us
2023-01-19T12:24:40.492Z,4.4,mb,31,170,0.826,0.6,us,"Hokkaido, Japan region",us,us
2023-01-19T12:07:05.450Z,2.82,ml,53,74,,0.13,hv,"8 km NE of Pāhala, Hawaii",hv,hv
2023-01-19T11:56:51.880Z,4.9,mb,69,37,3.662,0.65,us,"255 km N of Metinaro, Timor Leste",us,us
2023-01-19T11:45:14.375Z,4.8,mb,96,92,1.159,0.84,us,"147 km S of False Pass, Alaska",us,us
2023-01-19T11:30:42.468Z,5.1,mww,81,86,2.194,0.84,us,"47 km ENE of Pārūn, Afghanistan",us,us
2023-01-19T09:14:29.711Z,4.7,mb,53,110,0.997,0.95,us,"8 km WSW of Lamitan, Philippines",us,us
2023-01-19T08:36:28.311Z,4.2,mb,73,168,1.155,0.61,us,"148 km S of False Pass, Alaska",us,us
2023-01-19T07:58:27.504Z,4.5,mb,24,120,2.091,0.31,us,"163 km NW of Tobelo, Indonesia",us,us
2023-01-19T07:38:35.112Z,4.5,mb,34,141,1.991,0.37,us,"155 km NW of Tobelo, Indonesia",us,us
2023-01-19T06:43:44.952Z,4.2,mb,66,161,1.245,0.52,us,"157 km S of False Pass, Alaska",us,us
2023-01-19T05:55:24.350Z,4.6,mb,68,49,1.761,0.85,us,"43 km WNW of San Antonio de los Cobres, Argentina",us,us
2023-01-19T05:55:23.163Z,4.2,mb,23,128,1.048,0.66,us,Turkey-Iran border region,us,us
2023-01-19T04:54:29.603Z,4.5,mb,19,152,1.946,0.56,us,"152 km NW of Tobelo, Indonesia",us,us
2023-01-19T03:50:20.204Z,4.5,mb,16,96,3.29,0.52,us,"190 km SSE of Lata, Solomon Islands",us,us
2023-01-19T03:50:00.811Z,4.6,mb,16,88,13.715,0.86,us,Balleny Islands region,us,us
2023-01-19T03:30:37.791Z,4.4,mb,22,194,2.583,0.7,us,"180 km SW of Bandar Lampung, Indonesia",us,us
2023-01-19T03:30:07.298Z,4.5,mb,14,103,4.289,0.68,us,"83 km SE of Lata, Solomon Islands",us,us
2023-01-19T03:25:24.263Z,4.5,mb,40,77,1.207,0.66,us,"92 km SSE of Toba, Japan",us,us
2023-01-19T02:27:25.889Z,4.2,mb,26,73,4.319,0.51,us,"172 km NNE of Barra Patuca, Honduras",us,us
2023-01-19T02:24:56.968Z,4.2,mb,16,120,2.161,0.5,us,"156 km NNW of Tobelo, Indonesia",us,us
2023-01-19T02:22:27.212Z,4.3,mwr,96,47,0.932,0.75,us,"32 km WNW of Míthymna, Greece",us,us
2023-01-19T01:56:16.933Z,4.3,mb,18,136,2.962,0.47,us,"147 km N of Pagudpud, Philippines",us,us
2023-01-19T01:41:39.388Z,4.6,mb,49,135,1.381,0.49,us,"Volcano Islands, Japan region",us,us
2023-01-19T01:36:23.195Z,4.4,mb,15,131,20.827,0.24,us,Molucca Sea,us,us
2023-01-19T01:17:56.734Z,4.5,mb,18,74,5.224,0.9,us,"Andaman Islands, India region",us,us
2023-01-19T01:14:13.410Z,3.43,md,18,297,0.9983,0.24,pr,"109 km N of San Antonio, Puerto Rico",pr,pr
2023-01-19T00:29:12.512Z,2.6,ml,26,56,0.84,0.6,us,"11 km WSW of Smiths Ferry, Idaho",us,us
2023-01-19T00:07:52.919Z,2.6,ml,18,61,0.814,0.18,us,"8 km WSW of Smiths Ferry, Idaho",us,us
2023-01-18T22:18:09.600Z,4.42,md,23,166,0.4662,0.34,pr,"16 km ESE of La Romana, Dominican Republic",pr,pr
2023-01-18T22:01:27.838Z,4.4,mb,24,120,2.454,0.47,us,"49 km W of Manokwari, Indonesia",us,us
2023-01-18T20:57:50.418Z,4.6,mb,45,135,2.033,0.76,us,"163 km NW of Tobelo, Indonesia",us,us
2023-01-18T20:53:48.693Z,2.6,ml,16,64,0.035336012,0.1,tx,"60 km S of Whites City, New Mexico",tx,tx
2023-01-18T20:07:40.106Z,4.8,mb,19,72,2.495,0.58,us,"212 km WNW of Lautoka, Fiji",us,us
2023-01-18T19:55:00.638Z,4.8,mb,75,108,1.992,0.87,us,"168 km NW of Tobelo, Indonesia",us,us
2023-01-18T19:53:34.200Z,4.7,mb,29,100,2.899,1.13,us,"262 km E of Tadine, New Caledonia",us,us
2023-01-18T19:08:56.568Z,4.5,mb,87,79,1.325,0.65,us,"148 km NNW of Neiafu, Tonga",us,us
2023-01-18T18:55:37.987Z,4.6,mb,39,122,1.969,0.67,us,"159 km NW of Tobelo, Indonesia",us,us
2023-01-18T18:22:50.479Z,4.2,mb,46,102,0.832,0.98,us,"1 km NNW of Áno Kastrítsi, Greece",us,us
2023-01-18T18:19:06.329Z,4.1,mb,47,57,3.163,1.1,us,"Northwest Territories, Canada",us,us
2023-01-18T18:17:12.622Z,4.5,mb,18,62,4.947,0.83,us,south of the Fiji Islands,us,us
2023-01-18T18:15:36.473Z,4.6,mb,48,110,1.963,0.52,us,"163 km NW of Tobelo, Indonesia",us,us
2023-01-18T18:03:03.910Z,4.7,mb,37,195,1.153,1.08,us,"Kermadec Islands, New Zealand",us,us
2023-01-18T17:50:38.171Z,4.3,mb,33,55,2.734,1.06,us,"241 km W of Hihifo, Tonga",us,us
2023-01-18T17:00:12.933Z,4.7,mb,76,59,2.524,0.75,us,"101 km SSW of Żurrieq, Malta",us,us
2023-01-18T16:27:48.105Z,5.1,mww,71,91,3.397,0.77,us,"south of Java, Indonesia",us,us
2023-01-18T16:10:45.411Z,5,mb,44,137,3.41,0.49,us,"south of Java, Indonesia",us,us
2023-01-18T16:06:40.935Z,4.9,mb,45,112,1.986,0.48,us,"159 km NW of Tobelo, Indonesia",us,us
2023-01-18T15:54:46.484Z,5.1,mww,78,79,5.25,0.83,us,"107 km S of Żurrieq, Malta",us,us
2023-01-18T15:43:30.596Z,4.9,mb,45,137,2.121,0.91,us,Molucca Sea,us,us
2023-01-18T14:55:50.971Z,4.4,mb,55,104,1.212,0.81,us,"16 km SSE of Khowy, Iran",us,us
2023-01-18T14:21:40.036Z,4.6,mb,58,70,2.002,0.61,us,"156 km NW of Tobelo, Indonesia",us,us
2023-01-18T14:13:03.356Z,4.6,mb,82,111,5.153,0.38,us,"96 km S of Żurrieq, Malta",us,us
2023-01-18T13:55:29.254Z,4.5,mb,39,124,1.993,0.36,us,"154 km NW of Tobelo, Indonesia",us,us
2023-01-18T13:39:46.149Z,4.7,mb,52,113,2.029,1.21,us,"163 km NW of Tobelo, Indonesia",us,us
2023-01-18T13:35:12.451Z,4.3,mb,24,112,1.877,0.34,us,"150 km NW of Tobelo, Indonesia",us,us
2023-01-18T11:06:53.603Z,5,mb,53,116,8.125,0.41,us,Mid-Indian Ridge,us,us
2023-01-18T10:42:40.971Z,4.4,mb,33,130,1.404,1.12,us,"13 km SW of Khowy, Iran",us,us
2023-01-18T10:08:12.816Z,5.8,mww,159,59,1.478,0.86,us,Turkey-Iran border region,us,us
